"CAS"	"Synonyms"	"DatabaseCount"
"540-73-8"	"1,2-DIMETHYLHYDRAZINE;Hydrazomethane;N,N'-Dimethylhydrazine"	9
"544-63-8"	"Tetradecanoic acid;MYRISTIC ACID;544-63-8"	9
"546-93-0"	"MAGNESIUM CARBONATE;546-93-0;Magnesite"	9
"5470-11-1"	"Hydroxylamine hydrochloride;5470-11-1;Hydroxylamine HCl"	9
"548-62-9"	"Crystal violet;gentian violet;548-62-9"	9
"554-12-1"	"METHYL PROPIONATE;Methyl propanoate;554-12-1"	9
"556-61-6"	"METHYL ISOTHIOCYANATE;556-61-6;Isothiocyanatomethane"	9
"556-88-7"	"Nitroguanidine;556-88-7;N-nitroguanidine"	9
"56-72-4"	"COUMAPHOS;56-72-4;Asuntol"	9
"57-10-3"	"palmitic acid;Hexadecanoic acid;57-10-3"	9
"57-50-1"	"sucrose;57-50-1;saccharose"	9
"573-58-0"	"Congo red;DIRECT RED 28;573-58-0"	9
"577-11-7"	"Docusate sodium;577-11-7;Dioctyl sodium sulfosuccinate"	9
"578-54-1"	"2-ETHYLANILINE;578-54-1;o-Ethylaniline"	9
"58-90-2"	"2,3,4,6-TETRACHLOROPHENOL;58-90-2;Dowicide 6"	9
"581-89-5"	"2-NITRONAPHTHALENE;581-89-5;Naphthalene, 2-nitro-"	9
"583-78-8"	"2,5-dichlorophenol;583-78-8;Phenol, 2,5-dichloro-"	9
"584-03-2"	"1,2-BUTANEDIOL;butane-1,2-diol;584-03-2"	9
"586-62-9"	"TERPINOLENE;586-62-9;Isoterpinene"	9
"59-67-6"	"nicotinic acid;niacin;59-67-6"	9
"590-01-2"	"Butyl propionate;Butyl propanoate;590-01-2"	9
"590-18-1"	"cis-2-Butene;(Z)-But-2-ene;cis-Butene"	9
"612-83-9"	"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE;612-83-9;UNII-L161N5V81P"	9
"616-45-5"	"2-Pyrrolidinone;pyrrolidin-2-one;2-PYRROLIDONE"	9
"61789-51-3"	";trans-2-Butene;2-BUTENE"	9
"624-64-6"	"trans-2-Butene;2-BUTENE;Pseudobutylene"	9
"624-92-0"	"Dimethyl disulfide;624-92-0;METHYL DISULFIDE"	9
"627-13-4"	"Propyl nitrate;N-PROPYL NITRATE;627-13-4"	9
"627-93-0"	"Dimethyl adipate;627-93-0;Dimethyl hexanedioate"	9
"629-11-8"	"1,6-HEXANEDIOL;Hexane-1,6-diol;629-11-8"	9
"631-61-8"	"AMMONIUM ACETATE;631-61-8;Acetic acid, ammonium salt"	9
"63449-39-8"	"Chlorowax 40;Chlorinated paraffin;63449-39-8"	9
"637-92-3"	"tert-Butyl ethyl ether;637-92-3;Ethyl tert-butyl ether"	9
"64742-88-7"	";cycloheximide;66-81-9"	9
"66-81-9"	"cycloheximide;66-81-9;ACTIDIONE"	9
"68359-37-5"	"CYFLUTHRIN;68359-37-5;Baythroid"	9
"684-16-2"	"Hexafluoroacetone;Perfluoroacetone;684-16-2"	9
"6842-15-5"	";DIHEXYL PHTHALATE;84-75-3"	9
"68515-50-4"	"DIHEXYL PHTHALATE;84-75-3;Di-n-hexyl phthalate"	9
"68603-42-9"	";2-ETHYLHEXYL METHACRYLATE;688-84-6"	9
"688-84-6"	"2-ETHYLHEXYL METHACRYLATE;688-84-6;2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester"	9
"6923-22-4"	"MONOCROTOPHOS;Azodrin;Nuvacron"	9
"74-84-0"	"ETHANE;Dimethyl;Bimethyl"	9
"7440-28-0"	"7440-28-0;Thallium;Tl"	9
"7446-11-9"	"SULFUR TRIOXIDE;Sulphur trioxide;7446-11-9"	9
"7447-40-7"	"potassium chloride;7447-40-7;Enseal"	9
"7487-88-9"	"MAGNESIUM SULFATE;7487-88-9;Magnesium sulphate"	9
"75-29-6"	"2-CHLOROPROPANE;Isopropyl chloride;75-29-6"	9
"75-59-2"	"TETRAMETHYLAMMONIUM HYDROXIDE;75-59-2;TMAH"	9
"75-64-9"	"tert-Butylamine;75-64-9;2-methylpropan-2-amine"	9
"75-75-2"	"METHANESULFONIC ACID;75-75-2;Methylsulfonic acid"	9
"75-76-3"	"TETRAMETHYLSILANE;75-76-3;Silane, tetramethyl-"	9
"75-83-2"	"2,2-DIMETHYLBUTANE;Neohexane;75-83-2"	9
"75-85-4"	"2-METHYL-2-BUTANOL;tert-Amyl alcohol;2-Methylbutan-2-ol"	9
"75-98-9"	"Pivalic acid;75-98-9;Trimethylacetic acid"	9
"7550-45-0"	"Titanium(IV) chloride;7550-45-0;Titanium(IV) chloride, 1M solution in toluene, AcroSeal(R)"	9
"7580-67-8"	"7580-67-8;Lithium hydride;lithium;hydride"	9
"76-22-2"	"camphor;76-22-2;2-Camphanone"	9
"7601-90-3"	"PERCHLORIC ACID;7601-90-3;chlorine tetraoxide"	9
"7696-12-0"	"Tetramethrin;7696-12-0;Phthalthrin"	9
"7704-34-9"	"231-722-6;7704-34-9;9035-99-8"	9
"7738-94-5"	"CHROMIC ACID;Chromic(VI) acid;7738-94-5"	9
"7757-82-6"	"SODIUM SULFATE;7757-82-6;Disodium sulfate"	9
"7757-83-7"	"SODIUM SULFITE;7757-83-7;Sodium sulphite"	9
"7758-09-0"	"POTASSIUM NITRITE;7758-09-0;Nitrous acid, potassium salt"	9
"7758-94-3"	";Stannous chloride;7772-99-8"	9
"7772-99-8"	"Stannous chloride;7772-99-8;Dichlorotin"	9
"7782-44-7"	"7782-44-7;O;Oxygen"	9
"7782-65-2"	"619P6J82AE;7782-65-2;Germane"	9
"7783-61-1"	"SILICON TETRAFLUORIDE;Tetrafluorosilane;Silane, tetrafluoro-"	9
"7784-40-9"	"Schultenite;LEAD ARSENATE;7784-40-9"	9
"7789-21-1"	"Fluorosulfonic acid;Fluorosulfuric acid;7789-21-1"	9
"7789-23-3"	"POTASSIUM FLUORIDE;7789-23-3;Potassiumfluoride"	9
"7789-30-2"	"BROMINE PENTAFLUORIDE;7789-30-2;Bromine fluoride (BrF5)"	9
"78-48-8"	"Tribufos;Butifos;DEF defoliant"	9
"78-63-7"	"78-63-7;2,5-Dimethyl-2,5-di(tert-butylperoxy)hexane;2,5-Bis(tert-butylperoxy)-2,5-dimethylhexane"	9
"78-70-6"	"Linalool;78-70-6;3,7-Dimethylocta-1,6-dien-3-ol"	9
"78-90-0"	"1,2-DIAMINOPROPANE;Propylenediamine;1,2-Propanediamine"	9
"78-94-4"	"METHYL VINYL KETONE;3-Buten-2-one;78-94-4"	9
"78-95-5"	"Chloroacetone;1-Chloropropan-2-one;78-95-5"	9
"79-29-8"	"2,3-DIMETHYLBUTANE;Diisopropyl;79-29-8"	9
"79-38-9"	"CHLOROTRIFLUOROETHYLENE;79-38-9;1-Chloro-1,2,2-trifluoroethene"	9
"80-46-6"	"4-tert-Amylphenol;80-46-6;4-tert-Pentylphenol"	9
"80-56-8"	"ALPHA-PINENE;2-Pinene;80-56-8"	9
"8009-03-8"	";MANCOZEB;8018-01-7"	9
"8018-01-7"	"MANCOZEB;8018-01-7;zinc;manganese(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate"	9
"82-66-6"	"Diphacinone;DIPHENADIONE;82-66-6"	9
"834-12-8"	"Ametryn;834-12-8;AMETRYNE"	9
"836-30-6"	"4-NITRODIPHENYLAMINE;4-Nitro-N-phenylaniline;836-30-6"	9
"84-61-7"	"DICYCLOHEXYL PHTHALATE;84-61-7;Ergoplast FDC"	9
"842-07-9"	"Sudan I;842-07-9;Solvent Yellow 14"	9
"84852-15-3"	";;2,3-Dimethylaniline"	9
"86290-81-5"	";2,3-Dimethylaniline;87-59-2"	9
"87-59-2"	"2,3-Dimethylaniline;87-59-2;2,3-XYLIDINE"	9
"872-05-9"	"1-DECENE;Dec-1-ene;872-05-9"	9
"88-75-5"	"2-NITROPHENOL;o-Nitrophenol;88-75-5"	9
"89-61-2"	"1,4-Dichloro-2-nitrobenzene;2,5-DICHLORONITROBENZENE;89-61-2"	9
"89-72-5"	"2-sec-Butylphenol;o-sec-Butylphenol;89-72-5"	9
"900-95-8"	"Fentin acetate;TRIPHENYLTIN ACETATE;Phentin acetate"	9
"9014-01-1"	";9016-87-9;SCHEMBL5622417"	9
"9016-87-9"	"9016-87-9;SCHEMBL5622417;Poly[methylene(polyphenyl isocyanate)]"	9
"90640-80-5"	";Phthalonitrile;91-15-6"	9
"91-15-6"	"Phthalonitrile;91-15-6;1,2-Dicyanobenzene"	9
"93-15-2"	"Methyl eugenol;METHYLEUGENOL;93-15-2"	9
"94-59-7"	"safrole;94-59-7;5-Allyl-1,3-benzodioxole"	9
"95-06-7"	"SULFALLATE;CDEC;95-06-7"	9
"95-13-6"	"INDENE;1H-Indene;95-13-6"	9
"95-78-3"	"2,5-Dimethylaniline;2,5-XYLIDINE;95-78-3"	9
"95-87-4"	"2,5-DIMETHYLPHENOL;95-87-4;2,5-Xylenol"	9
"95-94-3"	"1,2,4,5-TETRACHLOROBENZENE;95-94-3;s-Tetrachlorobenzene"	9
"96-14-0"	"3-METHYLPENTANE;96-14-0;Pentane, 3-methyl-"	9
"96-24-2"	"3-Chloro-1,2-propanediol;96-24-2;3-Chloropropane-1,2-diol"	9
"96-69-5"	"96-69-5;4,4'-Thiobis(2-(tert-butyl)-5-methylphenol);4,4'-Thiobis(6-tert-butyl-m-cresol)"	9
"97-00-7"	"1-chloro-2,4-dinitrobenzene;2,4-Dinitrochlorobenzene;97-00-7"	9
"97-85-8"	"Isobutyl isobutyrate;97-85-8;2-Methylpropyl 2-methylpropanoate"	9
"97-90-5"	"Ethylene glycol dimethacrylate;Ethylene dimethacrylate;97-90-5"	9
"97-93-8"	"TRIETHYLALUMINUM;97-93-8;Triethylaluminium"	9
"97-99-4"	"TETRAHYDROFURFURYL ALCOHOL;97-99-4;Tetrahydro-2-furanmethanol"	9
"98-51-1"	"4-tert-Butyltoluene;98-51-1;p-tert-Butyltoluene"	9
"99-35-4"	"1,3,5-TRINITROBENZENE;99-35-4;s-Trinitrobenzene"	9
"994-05-8"	"tert-Amyl methyl ether;994-05-8;2-Methoxy-2-methylbutane"	9
"999-61-1"	"2-HYDROXYPROPYL ACRYLATE;999-61-1;2-hydroxypropyl prop-2-enoate"	9
"999-81-5"	"Chlormequat chloride;999-81-5;Chlorocholine chloride"	9
"100-20-9"	"Terephthaloyl chloride;100-20-9;Terephthaloyl dichloride"	8
"100-54-9"	"3-cyanopyridine;Nicotinonitrile;100-54-9"	8
"10022-68-1"	"Cadmium nitrate tetrahydrate;10022-68-1;Cd(NO3)2.4H2O"	8
"10025-73-7"	";NICKEL FLUORIDE;Nickel(II) fluoride"	8
"10028-18-9"	"NICKEL FLUORIDE;Nickel(II) fluoride;10028-18-9"	8
"10028-22-5"	"FERRIC SULFATE;10028-22-5;Iron(III) sulfate"	8
"10042-76-9"	"STRONTIUM NITRATE;10042-76-9;Nitric acid, strontium salt"	8
"10043-01-3"	"ALUMINUM SULFATE;Aluminium sulfate;10043-01-3"	8
"101-05-3"	"Anilazine;101-05-3;Anilazin"	8
"101-81-5"	"Diphenylmethane;101-81-5;Benzylbenzene"	8
"101-96-2"	"101-96-2;N,N'-Di-sec-butyl-p-phenylenediamine;N1,N4-Di-sec-butylbenzene-1,4-diamine"	8
"10101-50-5"	"SODIUM PERMANGANATE;10101-50-5;UNII-IZ5356R281"	8
"10101-53-8"	"Chromium sulfate;CHROMIC SULFATE;Chromium(III) sulfate"	8
"101200-48-0"	"TRIBENURON-METHYL;Tribenuron methyl;101200-48-0"	8
"10196-04-0"	"Ammonium sulphite;Diammonium sulfite;10196-04-0"	8
"102-54-5"	"FERROCENE;102-54-5;UNII-U96PKG90JQ"	8
"102-60-3"	"102-60-3;Edetol;Quadrol"	8
"102-70-5"	"TRIALLYLAMINE;102-70-5;2-Propen-1-amine, N,N-di-2-propenyl-"	8
"103-24-2"	"Bis(2-ethylhexyl) azelate;103-24-2;bis(2-ethylhexyl) nonanedioate"	8
"103-34-4"	"4,4'-DITHIODIMORPHOLINE;103-34-4;Morpholine, 4,4'-dithiobis-"	8
"103-65-1"	"Propylbenzene;N-PROPYLBENZENE;1-Phenylpropane"	8
"103-82-2"	"PHENYLACETIC ACID;Benzeneacetic acid;2-Phenylacetic acid"	8
"103-84-4"	"acetanilide;N-Phenylacetamide;103-84-4"	8
"104-12-1"	"4-Chlorophenyl isocyanate;104-12-1;1-Chloro-4-isocyanatobenzene"	8
"104-40-5"	"4-nonylphenol;4-n-Nonylphenol;p-Nonylphenol"	8
"104-51-8"	"Butylbenzene;N-BUTYLBENZENE;104-51-8"	8
"104-78-9"	"104-78-9;3-Diethylaminopropylamine;3-(Diethylamino)propylamine"	8
"104-88-1"	"4-Chlorobenzaldehyde;104-88-1;P-CHLOROBENZALDEHYDE"	8
"104-93-8"	"4-Methylanisole;1-METHOXY-4-METHYLBENZENE;104-93-8"	8
"105-11-3"	"1,4-Benzoquinone dioxime;105-11-3;p-Benzoquinonedioxime"	8
"105-16-8"	"2-(Diethylamino)ethyl methacrylate;105-16-8;Diethylaminoethyl methacrylate"	8
"105-64-6"	"DIISOPROPYL PEROXYDICARBONATE;105-64-6;Diisopropyl perdicarbonate"	8
"105-76-0"	"DIBUTYL MALEATE;105-76-0;Butyl maleate"	8
"106-22-9"	"Citronellol;106-22-9;3,7-Dimethyloct-6-en-1-ol"	8
"106-25-2"	"nerol;106-25-2;cis-Geraniol"	8
"1066-35-9"	"Chlorodimethylsilane;1066-35-9;Dimethylchlorosilane"	8
"107-39-1"	"Diisobutylene;2,4,4-TRIMETHYL-1-PENTENE;107-39-1"	8
"107-70-0"	"4-Methoxy-4-methylpentan-2-one;4-METHOXY-4-METHYL-2-PENTANONE;107-70-0"	8
"107-96-0"	"3-MERCAPTOPROPIONIC ACID;3-Mercaptopropanoic acid;107-96-0"	8
"108-23-6"	"Isopropyl chloroformate;108-23-6;Carbonochloridic acid, 1-methylethyl ester"	8
"108-62-3"	"METALDEHYDE;108-62-3;Metacetaldehyde"	8
"108-70-3"	"1,3,5-TRICHLOROBENZENE;108-70-3;s-Trichlorobenzene"	8
"1085-98-9"	"DICHLOFLUANID;Dichlofluanide;1085-98-9"	8
"109-21-7"	"Butyl butyrate;Butyl butanoate;109-21-7"	8
"109-67-1"	"1-PENTENE;Pent-1-ene;109-67-1"	8
"109-72-8"	"N-butyllithium;109-72-8;BUTYLLITHIUM"	8
"110-22-5"	"DIACETYL PEROXIDE;Acetyl peroxide;Peroxide, diacetyl"	8
"110-42-9"	"METHYL DECANOATE;110-42-9;Methyl caprate"	8
"110-46-3"	"ISOAMYL NITRITE;Isopentyl nitrite;110-46-3"	8
"110-58-7"	"Amylamine;Pentylamine;pentan-1-amine"	8
"111-20-6"	"sebacic acid;DECANEDIOIC ACID;111-20-6"	8
"111-29-5"	"1,5-PENTANEDIOL;Pentane-1,5-diol;111-29-5"	8
"111-34-2"	"n-Butyl vinyl ether;BUTYL VINYL ETHER;111-34-2"	8
"111-49-9"	"Hexamethyleneimine;Azepane;111-49-9"	8
"111-55-7"	"ETHYLENE GLYCOL DIACETATE;111-55-7;1,2-Diacetoxyethane"	8
"111-70-6"	"1-HEPTANOL;Heptan-1-ol;Heptyl alcohol"	8
"111-85-3"	"1-CHLOROOCTANE;111-85-3;n-Octyl chloride"	8
"111-86-4"	"Octylamine;octan-1-amine;N-OCTYLAMINE"	8
"1113-02-6"	"OMETHOATE;Dimethoxon;1113-02-6"	8
"112-02-7"	"112-02-7;Hexadecyltrimethylammonium chloride;Cetrimonium chloride"	8
"112-31-2"	"Decanal;Decyl aldehyde;112-31-2"	8
"112-42-5"	"1-UNDECANOL;Undecan-1-ol;Undecyl alcohol"	8
"112-49-2"	"Triglyme;2,5,8,11-TETRAOXADODECANE;112-49-2"	8
"116-02-9"	"3,3,5-TRIMETHYLCYCLOHEXANOL;116-02-9;Cyclonol"	8
"116-53-0"	"2-Methylbutanoic acid;2-METHYLBUTYRIC ACID;116-53-0"	8
"118-48-9"	"Isatoic anhydride;118-48-9;1H-Benzo[d][1,3]oxazine-2,4-dione"	8
"118-69-4"	"2,6-DICHLOROTOLUENE;118-69-4;1,3-Dichloro-2-methylbenzene"	8
"118-82-1"	"118-82-1;4,4'-METHYLENEBIS(2,6-DI-TERT-BUTYLPHENOL);Bimox M"	8
"119-34-6"	"4-AMINO-2-NITROPHENOL;119-34-6;Phenol, 4-amino-2-nitro-"	8
"1194-65-6"	"2,6-Dichlorobenzonitrile;dichlobenil;1194-65-6"	8
"120-36-5"	"Dichlorprop;120-36-5;2-(2,4-Dichlorophenoxy)propanoic acid"	8
"12001-28-4"	"Crocidolite;Crocidolite asbestos;12001-28-4"	8
"12001-85-3"	"Naphthenic acids, zinc salts;12001-85-3;SCHEMBL5933591"	8
"12008-41-2"	"12008-41-2;Impel;Boron sodium oxide (B8Na2O13)"	8
"12027-67-7"	";Magnesium phosphide;12057-74-8"	8
"12057-74-8"	"Magnesium phosphide;12057-74-8;UNII-Q846538H9E"	8
"121-03-9"	"2-METHYL-5-NITROBENZENESULFONIC ACID;121-03-9;4-Nitrotoluene-2-sulfonic acid"	8
"121-32-4"	"ETHYL VANILLIN;3-Ethoxy-4-hydroxybenzaldehyde;Ethylvanillin"	8
"121-79-9"	"propyl gallate;121-79-9;Propyl 3,4,5-trihydroxybenzoate"	8
"121-86-8"	"2-CHLORO-4-NITROTOLUENE;121-86-8;2-Chloro-1-methyl-4-nitrobenzene"	8
"12172-73-5"	";;FENITROTHION"	8
"12179-04-3"	";FENITROTHION;122-14-5"	8
"122-14-5"	"FENITROTHION;122-14-5;Phenitrothion"	8
"123-01-3"	"DODECYLBENZENE;1-Phenyldodecane;123-01-3"	8
"123-15-9"	"2-Methylpentanal;2-Methylvaleraldehyde;123-15-9"	8
"123-28-4"	"DILAURYL THIODIPROPIONATE;123-28-4;Didodecyl 3,3'-thiodipropionate"	8
"123-66-0"	"Ethyl caproate;ETHYL HEXANOATE;123-66-0"	8
"123-95-5"	"BUTYL STEARATE;123-95-5;Butyl octadecanoate"	8
"12336-95-7"	"Basic chromic sulfate;Chromium hydroxide sulfate;12336-95-7"	8
"124-28-7"	"Dymanthine;124-28-7;N,N-Dimethyloctadecylamine"	8
"126-11-4"	"Tris(hydroxymethyl)nitromethane;126-11-4;2-(Hydroxymethyl)-2-nitropropane-1,3-diol"	8
"126-58-9"	"DIPENTAERYTHRITOL;126-58-9;2,2'-(Oxybis(methylene))bis(2-(hydroxymethyl)propane-1,3-diol)"	8
"12607-70-4"	";Potassium acetate;127-08-2"	8
"127-08-2"	"Potassium acetate;127-08-2;ACETIC ACID, POTASSIUM SALT"	8
"128-04-1"	"Sodium dimethyldithiocarbamate;128-04-1;Sodium dimethylcarbamodithioate"	8
"129-73-7"	"Leucomalachite green;129-73-7;Malachite green leuco"	8
"130-15-4"	"1,4-NAPHTHOQUINONE;130-15-4;naphthalene-1,4-dione"	8
"1302-42-7"	";Tricalcium diphosphide;Calcium phosphide (Ca3P2)"	8
"1305-99-3"	"Tricalcium diphosphide;Calcium phosphide (Ca3P2);1305-99-3"	8
"131-89-5"	"Dinex;2-Cyclohexyl-4,6-dinitrophenol;131-89-5"	8
"1310-65-2"	"Lithium hydroxide;1310-65-2;Lithium hydrate"	8
"1312-73-8"	";;Sodium oxide"	8
"1312-76-1"	";Sodium oxide;1313-59-3"	8
"1313-59-3"	"Sodium oxide;1313-59-3;Sodium oxide (Na2O)"	8
"1314-22-3"	"ZINC PEROXIDE;Zinc superoxide;1314-22-3"	8
"1314-98-3"	"ZINC SULFIDE;1314-98-3;Sachtolith"	8
"1317-60-8"	"HEMATITE;Iron ore;1317-60-8"	8
"1317-61-9"	";Aluminosilicate;1318-02-1"	8
"1318-02-1"	"Aluminosilicate;1318-02-1;Kaolinite, natural"	8
"132-27-4"	"132-27-4;Sodium [1,1'-biphenyl]-2-olate;Sodium 2-biphenylate"	8
"132-32-1"	"3-AMINO-9-ETHYLCARBAZOLE;132-32-1;9-Ethyl-9H-carbazol-3-amine"	8
"1321-65-9"	";ISODECYL ACRYLATE;1330-61-6"	8
"1330-61-6"	"ISODECYL ACRYLATE;1330-61-6;2-Propenoic acid, isodecyl ester"	8
"1335-46-2"	"Methyl ionone;1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1-penten-3-one;6-Methylionone"	8
"1335-87-1"	";FENBUTATIN OXIDE;13356-08-6"	8
"13356-08-6"	"FENBUTATIN OXIDE;13356-08-6;Vendex"	8
"13360-57-1"	"Dimethylsulfamoyl chloride;13360-57-1;N,N-Dimethylsulfamoyl chloride"	8
"1338-02-9"	";;"	8
"1344-81-6"	";;13472-08-7"	8
"13465-08-2"	";13472-08-7;2,2'-Azobis(2-methylbutyronitrile)"	8
"13472-08-7"	"13472-08-7;2,2'-Azobis(2-methylbutyronitrile);2,2'-(Diazene-1,2-diyl)bis(2-methylbutanenitrile)"	8
"135-20-6"	"CUPFERRON;135-20-6;UNII-V66QK963ED"	8
"13510-49-1"	"Beryllium sulfate;Beryllium sulphate;13510-49-1"	8
"13597-99-4"	"BERYLLIUM NITRATE;13597-99-4;beryllium;dinitrate"	8
"136-52-7"	"136-52-7;Cobalt octoate;COBALT BIS(2-ETHYLHEXANOATE)"	8
"13674-84-5"	"13674-84-5;Tris(1-chloro-2-propyl) phosphate;tris(1-chloropropan-2-yl) phosphate"	8
"138-22-7"	"BUTYL LACTATE;Butyl 2-hydroxypropanoate;138-22-7"	8
"13814-96-5"	"13814-96-5;Lead(II) tetrafluoroborate;LEAD FLUOROBORATE"	8
"139-33-3"	"Edetate disodium;139-33-3;EDTA disodium salt"	8
"13967-50-5"	";140-01-2;Pentasodium DTPA"	8
"140-01-2"	"140-01-2;Pentasodium DTPA;PENTASODIUM PENTETATE"	8
"142-29-0"	"CYCLOPENTENE;142-29-0;1-Cyclopentene"	8
"142-91-6"	"ISOPROPYL PALMITATE;142-91-6;Isopropyl hexadecanoate"	8
"143-08-8"	"1-Nonanol;Nonan-1-ol;Nonanol"	8
"14324-55-1"	"Zinc diethyldithiocarbamate;14324-55-1;Ethyl Ziram"	8
"143390-89-0"	"Kresoxim-Methyl;143390-89-0;Bas 490 F"	8
"144-19-4"	"2,2,4-TRIMETHYL-1,3-PENTANEDIOL;144-19-4;2,2,4-Trimethylpentane-1,3-diol"	8
"144-49-0"	"FLUOROACETIC ACID;2-Fluoroacetic acid;144-49-0"	8
"1461-25-2"	"TETRABUTYLTIN;Tetrabutylstannane;1461-25-2"	8
"1464-53-5"	"2,2'-Bioxirane;Diepoxybutane;1,3-Butadiene diepoxide"	8
"148-79-8"	"thiabendazole;148-79-8;Tiabendazole"	8
"14901-07-6"	"BETA-IONONE;79-77-6;14901-07-6"	8
"15663-27-1"	";;16090-02-1"	8
"16071-86-6"	";16090-02-1;Fluorescent brightener 71"	8
"16090-02-1"	"16090-02-1;Fluorescent brightener 71;C.I. Fluorescent brightener 260"	8
"1633-05-2"	"STRONTIUM CARBONATE;1633-05-2;Carbonic acid, strontium salt (1:1)"	8
"1643-20-5"	"Lauramine oxide;1643-20-5;Lauryldimethylamine oxide"	8
"1663-39-4"	"tert-Butyl acrylate;1663-39-4;tert-butyl prop-2-enoate"	8
"1678-91-7"	"ETHYLCYCLOHEXANE;1678-91-7;Cyclohexane, ethyl-"	8
"16812-54-7"	"Nickel sulfide;Nickel(II) sulfide;sulfanylidenenickel"	8
"1689-84-5"	"BROMOXYNIL;3,5-Dibromo-4-hydroxybenzonitrile;1689-84-5"	8
"1689-99-2"	"Bromoxynil octanoate;1689-99-2;2,6-DIBROMO-4-CYANOPHENYL OCTANOATE"	8
"16919-19-0"	"Ammonium hexafluorosilicate;16919-19-0;Ammonium fluosilicate"	8
"1694-09-3"	"Acid Violet 49;Acid violet 6B;1694-09-3"	8
"17557-23-2"	"NEOPENTYL GLYCOL DIGLYCIDYL ETHER;17557-23-2;UNII-9288EM7AOW"	8
"1762-95-4"	"AMMONIUM THIOCYANATE;1762-95-4;Thiocyanic acid, ammonium salt"	8
"17702-41-9"	";Dibutyl phosphite;Dibutyl phosphonate"	8
"1809-19-4"	"Dibutyl phosphite;Dibutyl phosphonate;1809-19-4"	8
"1854-26-8"	"4,5-Dihydroxy-1,3-bis(hydroxymethyl)imidazolidin-2-one;1854-26-8;DIMETHYLOLDIHYDROXYETHYLENEUREA"	8
"19430-93-4"	"19430-93-4;(Perfluorobutyl)ethylene;3,3,4,4,5,5,6,6,6-Nonafluoro-1-hexene"	8
"19438-60-9"	"19438-60-9;Hexahydro-4-methylphthalic anhydride;4-methylhexahydrophthalic anhydride"	8
"19624-22-7"	"UNII-3QP6TS3GA2;3QP6TS3GA2;(-)-ethyl p-nitrophenyl benzenethiophosphonate"	8
"20325-40-0"	"20325-40-0;3,3'-DIMETHOXYBENZIDINE DIHYDROCHLORIDE;o-Dianisidine dihydrochloride"	8
"21041-95-2"	";Cesium hydroxide;21351-79-1"	8
"21351-79-1"	"Cesium hydroxide;21351-79-1;Caesium hydroxide"	8
"2155-70-6"	"Tributyltin methacrylate;Tri-n-butylstannylmethacrylate;Tin tributylmethacrylate"	8
"21651-19-4"	"Tin(II) oxide;Stannous oxide;21651-19-4"	8
"2179-59-1"	"ALLYL PROPYL DISULFIDE;2179-59-1;1-Allyl-2-propyldisulfane"	8
"2238-07-5"	"DIGLYCIDYL ETHER;Glycidyl ether;2238-07-5"	8
"2303-17-5"	"triallate;Tri-allate;2303-17-5"	8
"23564-05-8"	"Thiophanate-methyl;23564-05-8;THIOPHANATE METHYL"	8
"23950-58-5"	"Propyzamide;23950-58-5;PRONAMIDE"	8
"2409-55-4"	"2-tert-Butyl-4-methylphenol;2409-55-4;2-tert-Butyl-p-cresol"	8
"2416-94-6"	"2,3,6-TRIMETHYLPHENOL;2416-94-6;3-Hydroxypseudocumene"	8
"2425-79-8"	"1,4-Butanediol diglycidyl ether;2425-79-8;1,4-Diglycidyloxybutane"	8
"2432-99-7"	"11-AMINOUNDECANOIC ACID;2432-99-7;Undecanoic acid, 11-amino-"	8
"24468-13-1"	"2-Ethylhexyl chloroformate;24468-13-1;2-ethylhexyl carbonochloridate"	8
"24634-61-5"	"POTASSIUM SORBATE;24634-61-5;Sorbic acid potassium salt"	8
"24851-98-7"	"Methyl dihydrojasmonate;24851-98-7;methyl 2-(3-oxo-2-pentylcyclopentyl)acetate"	8
"2492-26-4"	"2492-26-4;SODIUM 2-MERCAPTOBENZOTHIAZOLE;Sodium mercaptobenzothiazole"	8
"25155-25-3"	"UNII-431KDL2BJM;25155-25-3;1,4-Bis(1-tert-butyldioxy-1-methylethyl)benzene"	8
"25339-17-7"	"Isodecanol;8-methylnonan-1-ol;8-methyl-1-nonanol"	8
"25498-49-1"	";;DIRECT BLUE 6"	8
"25551-13-7"	";DIRECT BLUE 6;2602-46-2"	8
"2602-46-2"	"DIRECT BLUE 6;2602-46-2;C.I. Direct Blue 6"	8
"26172-55-4"	"5-Chloro-2-methyl-4-isothiazolin-3-one;26172-55-4;Methylchloroisothiazolinone"	8
"26447-14-3"	"CRESYL GLYCIDYL ETHER;2186-24-5;2-P-TOLYLOXYMETHYL-OXIRANE"	8
"26952-21-6"	"6-METHYL-1-HEPTANOL;6-METHYLHEPTAN-1-OL;Isooctanol"	8
"27178-16-1"	"DIISODECYL ADIPATE;27178-16-1;Hexanedioic acid, diisodecyl ester"	8
"27554-26-3"	"Diisooctyl phthalate;Bis(6-methylheptyl) phthalate;27554-26-3"	8
"28629-66-5"	"Zinc diisooctyl dithiophosphate;UNII-481S5GBI4N;28629-66-5"	8
"288-88-0"	"1H-1,2,4-Triazole;1,2,4-TRIAZOLE;288-88-0"	8
